gvkey,firm_name,patent_count,candidate_rank,candidate_cik,candidate_ticker,candidate_sec_name,candidate_exchange,candidate_method,candidate_score,ticker_hint
003916,LIFECOREBIOMEDICAL,10,2,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
024797,BIOLARGOLIFETECH,10,1,0000880242,BLGO,"BIOLARGO, INC.",OTC,fuzzy_name,0.9,
024797,BIOLARGOLIFETECH,10,2,0001400438,LGO,Largo Inc.,Nasdaq,fuzzy_name,0.9,
028191,ROYALCARIBBEANCRUISES,10,1,0000884887,RCL,ROYAL CARIBBEAN CRUISES LTD,NYSE,exact_compact_name,0.985,
002630,CALLAHANMINING,10,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
002630,CALLAHANMINING,10,2,0001547903,NMIH,"NMI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
014258,VARITRONICSYS,10,1,0000780571,ITRI,"ITRON, INC.",Nasdaq,fuzzy_name,0.9,
014258,VARITRONICSYS,10,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
014258,VARITRONICSYS,10,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
014258,VARITRONICSYS,10,4,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
015859,CONSULIERENG,10,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
015859,CONSULIERENG,10,2,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
001856,ATLAS,10,1,0001684688,ATCX,ATLAS CRITICAL MINERALS Corp,Nasdaq,fuzzy_name,0.9,
001856,ATLAS,10,2,0001984060,AESI,Atlas Energy Solutions Inc.,NYSE,fuzzy_name,0.9,
001856,ATLAS,10,3,0001540684,ATLX,Atlas Lithium Corp,Nasdaq,fuzzy_name,0.9,
001856,ATLAS,10,4,0001963088,ATCH,"AtlasClear Holdings, Inc.",NYSE,fuzzy_name,0.9,
001856,ATLAS,10,5,0001650372,TEAM,Atlassian Corp,Nasdaq,fuzzy_name,0.9,
186953,INSPIREMD,10,1,0001433607,NSPR,"InspireMD, Inc.",Nasdaq,exact_normalized_name,1.0,
186953,INSPIREMD,10,2,0001126956,SR,SPIRE INC,NYSE,fuzzy_name,0.9,
063969,SUNRYPEPROD,10,1,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
063490,MIM,10,1,0001920576,MIMDF,MiMedia Holdings Inc.,OTC,fuzzy_name,0.9,
063490,MIM,10,2,0001376339,MDXG,"MIMEDX GROUP, INC.",Nasdaq,fuzzy_name,0.9,
010548,THOR,10,1,0000893847,HWBK,"HAWTHORN BANCSHARES, INC.",Nasdaq,fuzzy_name,0.9,
010548,THOR,10,2,0001376986,TVE,Tennessee Valley Authority,NYSE,fuzzy_name,0.9,
010548,THOR,10,3,0000730263,THO,THOR INDUSTRIES INC,NYSE,fuzzy_name,0.9,
112111,COSTARGP,10,1,0001953366,STHO,Star Holdings,Nasdaq,fuzzy_name,0.9,
021006,INTERSECTENT,10,1,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,
021006,INTERSECTENT,10,2,0002030954,XHLD,"TEN Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
002990,CELSION,10,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
023027,EXPONENT,10,1,0000851520,EXPO,EXPONENT INC,Nasdaq,exact_normalized_name,1.0,
023027,EXPONENT,10,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
023027,EXPONENT,10,3,0001787425,XP,XP Inc.,Nasdaq,fuzzy_name,0.9,
023027,EXPONENT,10,4,0001166003,XPO,"XPO, Inc.",NYSE,fuzzy_name,0.9,
023035,MAXPOINTINTERACTIVE,10,1,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,
023035,MAXPOINTINTERACTIVE,10,2,0001166003,XPO,"XPO, Inc.",NYSE,fuzzy_name,0.9,
023084,BENCHMARKELECTRONICS,10,1,0000863436,BHE,BENCHMARK ELECTRONICS INC,NYSE,exact_compact_name,0.985,
023084,BENCHMARKELECTRONICS,10,2,0001096343,MKL,MARKEL GROUP INC.,NYSE,fuzzy_name,0.9,
023084,BENCHMARKELECTRONICS,10,3,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
116787,CONCURTECH,10,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
011206,VITRONICS,10,1,0000780571,ITRI,"ITRON, INC.",Nasdaq,fuzzy_name,0.9,
011206,VITRONICS,10,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
011206,VITRONICS,10,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
011206,VITRONICS,10,4,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
030923,TECHNIPFRANCE,10,1,0000048287,HNI,HNI CORP,NYSE,fuzzy_name,0.9,
030923,TECHNIPFRANCE,10,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
030923,TECHNIPFRANCE,10,3,0001966233,NIPG,NIP Group Inc.,Nasdaq,fuzzy_name,0.9,
063084,COLLAGENEXPHARM,10,1,0001787425,XP,XP Inc.,Nasdaq,fuzzy_name,0.9,
030703,IPCINFORMATIONSYS,10,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,
025348,NANTKWEST,10,1,0000844150,NWG,NatWest Group plc,NYSE,fuzzy_name,0.875,
178752,NANOSPHERE,10,1,0001932770,HERE,Here Group Ltd,Nasdaq,fuzzy_name,0.9,
006038,INTERLAKEIRON,10,1,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,
006038,INTERLAKEIRON,10,2,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
006038,INTERLAKEIRON,10,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
005964,SUCREST,10,1,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
010801,UGI,10,1,0002027330,SGIHY,"Sugi Holdings Co., Ltd./ADR",OTC,fuzzy_name,0.9,
010801,UGI,10,2,0000884614,UGI,UGI CORP /PA/,NYSE,fuzzy_name,0.9,
161840,COVALONTECH,10,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
001618,AMREP,10,1,0000006207,AXR,AMREP CORP.,NYSE,exact_normalized_name,1.0,
009384,SALEMBROSIUS,10,1,0001806905,ALEH,ALE Group Holding Ltd,,fuzzy_name,0.9,
155735,AMISEMICONDUCTOR,10,1,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9,
155735,AMISEMICONDUCTOR,10,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
003721,DALEELECTRONICS,10,1,0001806905,ALEH,ALE Group Holding Ltd,,fuzzy_name,0.9,
003721,DALEELECTRONICS,10,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
003721,DALEELECTRONICS,10,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
003721,DALEELECTRONICS,10,4,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
022619,ENVIRONMENTALELEMENTS,10,1,0001806905,ALEH,ALE Group Holding Ltd,,fuzzy_name,0.9,
022759,TAYCODEVELOPMENTS,10,1,0001823652,EVEX,"Eve Holding, Inc.",NYSE,fuzzy_name,0.9,
006138,INTERSIL,10,1,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,
179441,CARDIONET,10,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
005711,HANOVERDIRECT,10,1,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9,
005726,HOUGHTONMIFFLIN,10,1,0001547903,NMIH,"NMI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
005726,HOUGHTONMIFFLIN,10,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
122211,HOOKERFURNITURE,10,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
122211,HOOKERFURNITURE,10,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
025750,LORUSTHERAPEUTICS,10,1,0001095981,PSTV,"PLUS THERAPEUTICS, INC.",Nasdaq,fuzzy_name,0.8823529411764706,
009132,CORO,10,1,0001770561,CODQL,Coronado Global Resources Inc.,OTC,fuzzy_name,0.9,
061766,1STDETECT,10,1,0002053475,TTEI,TDE GROUP Ltd,,fuzzy_name,0.9,
190355,AXOGEN,10,1,0000805928,AXGN,"Axogen, Inc.",Nasdaq,exact_normalized_name,1.0,
021291,WORTH,10,1,0000793040,ECF,ELLSWORTH GROWTH & INCOME FUND LTD,NYSE,fuzzy_name,0.9,
021291,WORTH,10,2,0001276520,GNW,GENWORTH FINANCIAL INC,NYSE,fuzzy_name,0.9,
021291,WORTH,10,3,0000108516,WOR,"WORTHINGTON ENTERPRISES, INC.",NYSE,fuzzy_name,0.9,
021291,WORTH,10,4,0001968487,WS,"Worthington Steel, Inc.",NYSE,fuzzy_name,0.9,
003096,CLARKEGRAVELY,10,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
165555,ACTIONSSEMICONDUCTOR,10,1,0001060955,ICLR,ICON PLC,Nasdaq,fuzzy_name,0.9,
062093,SOURCE,10,1,0000034782,SRCE,1ST SOURCE CORP,Nasdaq,fuzzy_name,0.9,
062093,SOURCE,10,2,0000216851,PEO,"ADAMS NATURAL RESOURCES FUND, INC.",NYSE,fuzzy_name,0.9,
062093,SOURCE,10,3,0001086600,ARLP,ALLIANCE RESOURCE PARTNERS LP,Nasdaq,fuzzy_name,0.9,
062093,SOURCE,10,4,0001704715,AMR,"Alpha Metallurgical Resources, Inc.",NYSE,fuzzy_name,0.9,
062093,SOURCE,10,5,0001462418,ASPS,ALTISOURCE PORTFOLIO SOLUTIONS S.A.,Nasdaq,fuzzy_name,0.9,
031851,NEXGEN,10,1,0001698535,NXE,NexGen Energy Ltd.,NYSE,fuzzy_name,0.9,
062237,CONNETICS,10,1,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,
062237,CONNETICS,10,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
008357,PARKERDRILLING,10,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
002451,BUCKEYEINT,10,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
124434,BLACKROCK,10,1,0002012383,BLK,"BlackRock, Inc.",NYSE,exact_normalized_name,1.0,
124434,BLACKROCK,10,2,0001832871,BMN,BlackRock 2037 Municipal Target Term Trust,NYSE,fuzzy_name,0.9,
124434,BLACKROCK,10,3,0001809541,BCAT,BlackRock Capital Allocation Term Trust,NYSE,fuzzy_name,0.9,
124434,BLACKROCK,10,4,0001160864,BHK,BLACKROCK CORE BOND TRUST,NYSE,fuzzy_name,0.9,
124434,BLACKROCK,10,5,0001222401,HYT,"BLACKROCK CORPORATE HIGH YIELD FUND, INC.",NYSE,fuzzy_name,0.9,
034854,SHOCKWAVEMEDICAL,10,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
021504,CONEMILLS,10,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
001021,AFPIMAGING,10,1,0002081206,AGBK,AGI Inc,NYSE,fuzzy_name,0.9,
039734,PARAGON28,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
035279,ADAPTIVEBIOTECHNOLOGIES,9,1,0001478320,ADPT,Adaptive Biotechnologies Corp,Nasdaq,exact_compact_name,0.985,
035279,ADAPTIVEBIOTECHNOLOGIES,9,2,0001420924,ADTI,"Adapti, Inc.",OTC,fuzzy_name,0.9,
035279,ADAPTIVEBIOTECHNOLOGIES,9,3,0001521332,APTV,Aptiv PLC,NYSE,fuzzy_name,0.9,
035279,ADAPTIVEBIOTECHNOLOGIES,9,4,0001819253,BTMD,biote Corp.,Nasdaq,fuzzy_name,0.9,
035279,ADAPTIVEBIOTECHNOLOGIES,9,5,0001048268,IESC,"IES Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
025978,OPTRONICSINT,9,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
025978,OPTRONICSINT,9,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
025978,OPTRONICSINT,9,3,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
013227,SYLVANLEARNINGSYS,9,1,0000842162,LEA,LEAR CORP,NYSE,fuzzy_name,0.9,
019467,COCRYSTALPHARM,9,1,0001412486,COCP,"Cocrystal Pharma, Inc.",Nasdaq,fuzzy_name,0.9333333333333332,
002435,BROWNFORMANDISTILLERS,9,1,0000014693,BF-A,BROWN FORMAN CORP,NYSE,fuzzy_name,0.8608695652173914,
124036,EGAIN,9,1,0001066194,EGAN,EGAIN Corp,Nasdaq,exact_normalized_name,1.0,
026520,SCHMITTMEASUREMENTSYS,9,1,0000216228,ITT,ITT INC.,NYSE,fuzzy_name,0.9,
011036,UNIVIS,9,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
002574,CSXTRANSPORTATION,9,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,
002574,CSXTRANSPORTATION,9,2,0000277948,CSX,CSX CORP,Nasdaq,fuzzy_name,0.9,
177228,NOVABAYPHARM,9,1,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9,
177228,NOVABAYPHARM,9,2,0001109345,NVMI,NOVA LTD.,Nasdaq,fuzzy_name,0.9,
005961,INFORMATIONRES,9,1,0001018963,ATI,ATI INC,NYSE,fuzzy_name,0.9,
005961,INFORMATIONRES,9,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
026874,EDITASMEDICINE,9,1,0001650664,EDIT,"Editas Medicine, Inc.",Nasdaq,exact_compact_name,0.985,
026874,EDITASMEDICINE,9,2,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
120059,MPATHINTERACTIVE,9,1,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,
120315,NETOBJECTS,9,1,0000026058,CTS,CTS CORP,NYSE,fuzzy_name,0.9,
120357,MAKERCOMM,9,1,0001809587,BEKE,KE Holdings Inc.,NYSE,fuzzy_name,0.9,
006130,INTERPHASE,9,1,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,
013414,SCIENCEACCESSORIES,9,1,0001048268,IESC,"IES Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
025420,TAPISTRONINT,9,1,0001796209,APG,APi Group Corp,NYSE,fuzzy_name,0.9,
025420,TAPISTRONINT,9,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
025420,TAPISTRONINT,9,3,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
025420,TAPISTRONINT,9,4,0001956744,TRON,Tron Inc.,Nasdaq,fuzzy_name,0.9,
005267,GRANITECITYSTEEL,9,1,0000726854,CHCO,CITY HOLDING CO,Nasdaq,fuzzy_name,0.9,
005267,GRANITECITYSTEEL,9,2,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
005274,GRAPHICCONTROLS,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
005274,GRAPHICCONTROLS,9,2,0000704172,PHIL,PHI GROUP INC,,fuzzy_name,0.9,
025331,FRANKLINCOVEY,9,1,0000886206,FC,FRANKLIN COVEY CO,NYSE,exact_compact_name,0.985,
179657,MILACRON,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
006249,JENSENIND,9,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
018576,AXIONPWRINT,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
106233,LIGHTWAVELOGIC,9,1,0001325964,LWLG,"Lightwave Logic, Inc.",Nasdaq,exact_compact_name,0.985,
006357,KAYDON,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
108233,STARDIAMOND,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
108233,STARDIAMOND,9,2,0001953366,STHO,Star Holdings,Nasdaq,fuzzy_name,0.9,
108246,SILENTWITNESSENTPR,9,1,0001448893,ESNT,Essent Group Ltd.,NYSE,fuzzy_name,0.9,
006310,KINDERMORGAN,9,1,0001506307,KMI,"KINDER MORGAN, INC.",NYSE,exact_compact_name,0.985,
006310,KINDERMORGAN,9,2,0001162283,MGHL,MORGAN GROUP HOLDING CO,OTC,fuzzy_name,0.9,
005033,GENBOX,9,1,0001372612,BOX,BOX INC,NYSE,fuzzy_name,0.9,
100590,INNOGY,9,1,0001961847,INHD,INNO HOLDINGS INC.,Nasdaq,fuzzy_name,0.9,
100590,INNOGY,9,2,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,
100953,RWE,9,1,0001513761,NCLH,Norwegian Cruise Line Holdings Ltd.,NYSE,fuzzy_name,0.9,
100953,RWE,9,2,0001842731,SMWB,SIMILARWEB LTD.,NYSE,fuzzy_name,0.9,
102704,UNITEDUTILITIES,9,1,0001440130,UUGRY,United Utilities Group plc,OTC,exact_compact_name,0.985,
102704,UNITEDUTILITIES,9,2,0001048268,IESC,"IES Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
102704,UNITEDUTILITIES,9,3,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
102704,UNITEDUTILITIES,9,4,0000798949,UNTC,UNIT CORP,OTC,fuzzy_name,0.9,
020194,HAUSERCHEMRESEARCH,9,1,0001703399,SE,Sea Ltd,NYSE,fuzzy_name,0.9,
175649,INTSTEMCELL,9,1,0001758766,STEM,"STEM, INC.",NYSE,fuzzy_name,0.9,
013013,SYNOVISLIFETECH,9,1,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9,
025015,TOASTMASTER,9,1,0001650164,TOST,"Toast, Inc.",NYSE,fuzzy_name,0.9,
004550,FAIRMONTFOODS,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
004487,EXECUTONE,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
010286,TIINETWORKTECH,9,1,0000892450,KT,KT CORP,NYSE,fuzzy_name,0.9,
018114,TECOGEN,9,1,0001537435,TGEN,TECOGEN INC.,NYSE,exact_normalized_name,1.0,
017716,AXIMBIOTECHNOLOGIES,9,1,0001514946,AXIM,"AXIM BIOTECHNOLOGIES, INC.",OTC,exact_compact_name,0.985,
017716,AXIMBIOTECHNOLOGIES,9,2,0001819253,BTMD,biote Corp.,Nasdaq,fuzzy_name,0.9,
017716,AXIMBIOTECHNOLOGIES,9,3,0001048268,IESC,"IES Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
028845,INNOVIRLAB,9,1,0001961847,INHD,INNO HOLDINGS INC.,Nasdaq,fuzzy_name,0.9,
028845,INNOVIRLAB,9,2,0000918541,NNBR,NN INC,Nasdaq,fuzzy_name,0.9,
028845,INNOVIRLAB,9,3,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9,
028848,PAIRGAINTECH,9,1,0001272842,AIRG,AIRGAIN INC,Nasdaq,fuzzy_name,0.9,
010338,TAPECON,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
017754,AUDIOEYE,9,1,0001362190,AEYE,AUDIOEYE INC,Nasdaq,exact_normalized_name,1.0,
183559,T3MOTION,9,1,0000066740,MMM,3M CO,NYSE,fuzzy_name,0.9,
183559,T3MOTION,9,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
066239,SULPHCO,9,1,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
006670,LENOX,9,1,0001023994,OLOX,OLENOX INDUSTRIES INC.,Nasdaq,fuzzy_name,0.9,
020294,MAXXIMMEDICAL,9,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
141241,CATALYTICAENERGYSYS,9,1,0001173382,CAE,CAE INC,NYSE,fuzzy_name,0.9,
141241,CATALYTICAENERGYSYS,9,2,0001971828,ENGS,Energys Group Ltd,Nasdaq,fuzzy_name,0.9,
024428,ADDVANTAGEMEDIAGP,9,1,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
006853,LYONMETALPROD,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
006861,MCA,9,1,0001166691,CMCSA,COMCAST CORP,Nasdaq,fuzzy_name,0.9,
006861,MCA,9,2,0001854275,ZCAR,"Zoomcar Holdings, Inc.",OTC,fuzzy_name,0.9,
010135,SULLAIR,9,1,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
010190,ZEROZONE,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
141913,GLOBALPAYMENTSGAMINGSVCS,9,1,0001123360,GPN,GLOBAL PAYMENTS INC,NYSE,fuzzy_name,0.8689655172413794,
002800,CARVER,9,1,0001016178,CARV,CARVER BANCORP INC,OTC,fuzzy_name,0.9,
004176,EARTHSCIENCES,9,1,0001468492,HSCS,HeartSciences Inc.,Nasdaq,fuzzy_name,0.923076923076923,
007059,MARQUESTMEDICALPROD,9,1,0001515156,ARQ,"Arq, Inc.",Nasdaq,fuzzy_name,0.9,
007059,MARQUESTMEDICALPROD,9,2,0002022097,MEDG,MEDI Group Ltd,,fuzzy_name,0.9,
184884,NUPATHE,9,1,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9,
009921,SPARTECH,9,1,0001004989,SGRP,"SPAR Group, Inc.",Nasdaq,fuzzy_name,0.9,
006922,ARIESTECH,9,1,0001048268,IESC,"IES Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
064668,XPLORETECH,9,1,0001787425,XP,XP Inc.,Nasdaq,fuzzy_name,0.9,
029784,TOTALCONTAINMENT,9,1,0001167379,ALC,ALCON INC,NYSE,fuzzy_name,0.9,
029784,TOTALCONTAINMENT,9,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
064896,LEARNINGCURVEBRND,9,1,0000842162,LEA,LEAR CORP,NYSE,fuzzy_name,0.9,
064984,3DFXINTERACTIVE,9,1,0001864163,INTR,"Inter & Co, Inc.",Nasdaq,fuzzy_name,0.9,
012061,EMPIRE,9,1,0000887396,EP,EMPIRE PETROLEUM CORP,NYSE,fuzzy_name,0.9,
012061,EMPIRE,9,2,0001553079,ESBA,"Empire State Realty OP, L.P.",NYSE,fuzzy_name,0.9,
012061,EMPIRE,9,3,0001541401,ESRT,"Empire State Realty Trust, Inc.",NYSE,fuzzy_name,0.9,
012061,EMPIRE,9,4,0001881472,MEGL,Magic Empire Global Ltd,Nasdaq,fuzzy_name,0.9,
002908,INTELECTCOMM,9,1,0000050863,INTC,INTEL CORP,Nasdaq,fuzzy_name,0.9,
023872,SPORTSUPPLYGP,9,1,0000922224,PPL,PPL Corp,NYSE,fuzzy_name,0.9,
023872,SPORTSUPPLYGP,9,2,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
148252,HOLLEYPERFORMANCEPROD,9,1,0001822928,HLLY,Holley Inc.,NYSE,fuzzy_name,0.9,
023422,RITTERPHARM,9,1,0000216228,ITT,ITT INC.,NYSE,fuzzy_name,0.9,
003849,FRESENIUSUS,9,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
003849,FRESENIUSUS,9,2,0001969863,SUGP,SU Group Holdings Ltd,Nasdaq,fuzzy_name,0.9,
001860,ATWOODOCEANICS,9,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
063448,PUREBIOSCIENCE,9,1,0001006028,PURE,"PURE BIOSCIENCE, INC.",OTC,exact_compact_name,0.985,
001783,ARTSWAYMFG,9,1,0002004385,FGO,FG Holdings Ltd,,fuzzy_name,0.9,
009652,SHELLCAN,9,1,0001306965,SHEL,Shell plc,NYSE,fuzzy_name,0.9,
007505,MOLECULON,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
021016,LOXOONCOLOGY,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
166199,CLAYTON,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
187696,PROTOLAB,9,1,0001443669,PRLB,Proto Labs Inc,NYSE,fuzzy_name,0.8888888888888888,
007866,NEWYORKTIMES,9,1,0000071691,NYT,NEW YORK TIMES CO,NYSE,exact_compact_name,0.985,
007866,NEWYORKTIMES,9,2,0000892450,KT,KT CORP,NYSE,fuzzy_name,0.9,
007895,NIBCO,9,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
008009,NOVAOFALBERTA,9,1,0001021860,NOV,NOV Inc.,NYSE,fuzzy_name,0.9,
008009,NOVAOFALBERTA,9,2,0001109345,NVMI,NOVA LTD.,Nasdaq,fuzzy_name,0.9,
008009,NOVAOFALBERTA,9,3,0002036307,OFAL,OFA Group,Nasdaq,fuzzy_name,0.9,
008025,NUCLEARDATA,9,1,0000842162,LEA,LEAR CORP,NYSE,fuzzy_name,0.9,
008025,NUCLEARDATA,9,2,0001691493,NU,Nu Holdings Ltd.,NYSE,fuzzy_name,0.9,
008001,NORTHWESTERN,9,1,0001993004,NWE,"NorthWestern Energy Group, Inc.",Nasdaq,fuzzy_name,0.9,
031137,SKY,9,1,0001753539,BKSY,BlackSky Technology Inc.,NYSE,fuzzy_name,0.9,
031137,SKY,9,2,0001463978,BKUCF,BLUE SKY URANIUM CORP.,OTC,fuzzy_name,0.9,
031137,SKY,9,3,0001416090,BSAI,BLUSKY AI INC.,OTC,fuzzy_name,0.9,
031137,SKY,9,4,0002041610,PSKY,Paramount Skydance Corp,Nasdaq,fuzzy_name,0.9,
031137,SKY,9,5,0002071912,PRSKY,PrairieSky Royalty Ltd/ADR,OTC,fuzzy_name,0.9,
022772,UNIQUEMOBILITY,9,1,0001681206,NODK,"NI Holdings, Inc.",Nasdaq,fuzzy_name,0.9,
003486,CONVERSE,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
003405,CONSBATHURST,9,1,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
014437,ATLANTICCITYELEC,9,1,0000726854,CHCO,CITY HOLDING CO,Nasdaq,fuzzy_name,0.9,
203944,OI,9,1,0000018654,AILIH,Ameren Illinois Co,OTC,fuzzy_name,0.9,
203944,OI,9,2,0001755953,ABTC,American Bitcoin Corp.,Nasdaq,fuzzy_name,0.9,
203944,OI,9,3,0001777921,AVPT,"AvePoint, Inc.",Nasdaq,fuzzy_name,0.9,
203944,OI,9,4,0001282648,BATL,BATTALION OIL CORP,NYSE,fuzzy_name,0.9,
203944,OI,9,5,0001807046,OZ,"Belpointe PREP, LLC",NYSE,fuzzy_name,0.9,
031516,ICHOR,9,1,0001652535,ICHR,"ICHOR HOLDINGS, LTD.",Nasdaq,exact_normalized_name,1.0,
003439,CONSUMERSENERGY,9,1,0000201533,CMS-PB,CONSUMERS ENERGY CO,NYSE,exact_compact_name,0.985,
003439,CONSUMERSENERGY,9,2,0001858985,ONON,On Holding AG,NYSE,fuzzy_name,0.9,
