iso2c,year,patent_count,benchmark_score_mean,empirical_driven_share,public_funded_share,science_reference_share_mean,ln_forward_citation_10y_plus1_mean,citing_cpc4_count_10y_mean,opens_new_cpc_field_share,years_ahead_cpc_mean
FR,1994,799,0.20701902727612806,0.3016270337922403,0.0,,0.0,0.0,0.0,0.0
IL,1995,67,0.2575212312666371,0.31343283582089554,0.0,,0.0,0.0,0.0,0.0
IL,1999,142,0.16248756375643197,0.18309859154929578,0.0,,0.0,0.0,0.0,0.0
SE,1994,328,0.19123279602789514,0.2621951219512195,0.0,,0.0,0.0,0.0,0.0
BR,1998,20,0.14985899756759202,0.3,0.0,,0.0,0.0,0.0,0.0
ES,1998,8,0.05243510583692179,0.125,0.0,,0.0,0.0,0.0,0.0
NO,1997,12,0.20510232970612416,0.25,0.0,,0.0,0.0,0.0,0.0
AU,1995,39,0.2088609359823287,0.3076923076923077,0.02564102564102564,,0.0,0.0,0.0,0.0
BR,1994,10,0.26732219093882403,0.4,0.0,,0.0,0.0,0.0,0.0
IN,1998,7,0.0663160479913716,0.2857142857142857,0.0,,0.0,0.0,0.0,0.0
AU,1999,69,0.2882219909705542,0.391304347826087,0.0,,0.0,0.0,0.0,0.0
VG,1998,1,0.001252728985362973,0.0,0.0,,0.0,0.0,0.0,0.0
KY,1998,6,0.0020064600122845495,0.0,0.0,,0.0,0.0,0.0,0.0
CZ,1999,2,0.007207760980392023,0.0,0.0,,0.0,0.0,0.0,0.0
KN,1998,5,0.014381148161102137,0.0,0.0,,0.0,0.0,0.0,0.0
PE,2000,1,0.00892577625389831,0.0,0.0,,0.0,0.0,0.0,0.0
MX,1996,3,0.034733286331515824,0.0,0.0,,0.0,0.0,0.0,0.0
MY,1993,5,0.1569088002744341,0.2,0.0,,0.0,0.0,0.0,0.0
CH,1984,110,0.29521066345269037,0.4,0.0,,0.0,0.0,0.0,0.0
BR,1982,1,0.2467573468039252,1.0,0.0,,0.0,0.0,0.0,0.0
NO,1983,5,0.29747669240133506,0.6,0.0,,0.0,0.0,0.0,0.0
CA,1985,121,0.20479117830958093,0.2975206611570248,0.008264462809917356,,0.0,0.0,0.0,0.0
BE,2020,5,0.015575370663057564,0.0,0.0,,0.0,0.0,0.0,0.0
SI,2016,1,0.08904036919269422,0.0,0.0,,0.0,0.0,0.0,0.0
IT,2020,3,0.41644343947288553,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0
TD,1979,1,0.17978431153578664,1.0,0.0,,0.0,0.0,0.0,0.0
DZ,1979,1,0.018962983074433344,0.0,0.0,,0.0,0.0,0.0,0.0
CA,1975,117,0.19947920406845632,0.29914529914529914,0.0,,0.0,0.0,0.0,0.0
MU,2007,1,0.0014593592597266284,0.0,0.0,,0.0,0.0,0.0,0.0
BM,2000,64,0.14189681302090262,0.1875,0.0,,0.0,0.0,0.0,0.0
VG,2009,2,0.0026257337903023096,0.0,0.0,,0.0,0.0,0.0,0.0
CY,2016,1,0.0007859272919563653,0.0,0.0,,0.0,0.0,0.0,0.0
EE,2018,1,0.17308297543395146,1.0,0.0,,0.0,0.0,0.0,0.0
VG,2016,2,0.006559833314465339,0.0,0.0,,0.0,0.0,0.0,0.0
LT,2018,2,0.08242827833205926,0.5,0.0,,0.0,0.0,0.0,0.0
MM,2010,1,0.0025355559244398104,0.0,0.0,,0.0,0.0,0.0,0.0
HU,2008,3,0.22248645062652314,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
NZ,2019,1,0.9864030578651419,1.0,0.0,,0.0,0.0,0.0,0.0
UA,2016,1,0.9822547716331242,1.0,0.0,,0.0,0.0,0.0,0.0
SC,2014,1,0.03997196566277119,0.0,0.0,,0.0,0.0,0.0,0.0
GE,2015,1,0.00040845915769495384,0.0,0.0,,0.0,0.0,0.0,0.0
MT,2013,4,0.06732500485227443,0.25,0.0,,0.0,0.0,0.0,0.0
BM,1999,5,0.00202760700231822,0.0,0.0,,0.0,0.0,0.0,0.0
KP,2001,1,0.08212618018115353,0.0,0.0,,0.0,0.0,0.0,0.0
ZA,2010,2,0.0038622766492410593,0.0,0.0,,0.0,0.0,0.0,0.0
LK,2009,1,0.2839144871976569,1.0,0.0,,0.0,0.0,0.0,0.0
IE,1984,3,0.3787358217502684,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0
CM,1999,1,0.036001088652548426,0.0,0.0,,0.0,0.0,0.0,0.0
EG,2011,5,0.22281121936922094,0.2,0.0,,0.0,0.0,0.0,0.0
IM,2010,1,0.08597576711591488,0.0,0.0,,0.0,0.0,0.0,0.0
EG,2013,3,0.3656503047294917,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0
VN,2010,1,0.011202826093260869,0.0,0.0,,0.0,0.0,0.0,0.0
RU,2011,1,0.010853498875994336,0.0,0.0,,0.0,0.0,0.0,0.0
BS,2001,1,0.0022244757591912694,0.0,0.0,,0.0,0.0,0.0,0.0
KN,2005,1,0.0013105935936451615,0.0,0.0,,0.0,0.0,0.0,0.0
MA,2017,1,0.015076020758963308,0.0,0.0,,0.0,0.0,0.0,0.0
KP,2003,2,0.47659475957852265,0.5,0.0,,0.0,0.0,0.0,0.0
ES,1994,10,0.1885273660082713,0.3,0.0,,0.0,0.0,0.0,0.0
BS,1993,1,0.0032584875440415106,0.0,0.0,,0.0,0.0,0.0,0.0
BM,1995,5,0.017827655654927964,0.0,0.0,,0.0,0.0,0.0,0.0
LI,1994,1,0.22374763080866608,1.0,0.0,,0.0,0.0,0.0,0.0
CM,2000,2,0.004219010750036786,0.0,0.0,,0.0,0.0,0.0,0.0
ES,1982,1,0.09452265263508874,0.0,0.0,,0.0,0.0,0.0,0.0
CZ,2000,2,0.10972878075760267,0.5,0.0,,0.0,0.0,0.0,0.0
CN,1993,4,0.30663524691058686,0.5,0.0,,0.0,0.0,0.0,0.0
IE,1986,3,0.15484871864521307,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0
IL,1987,22,0.5396514745448223,0.6363636363636364,0.0,,0.0,0.0,0.0,0.0
AU,1987,20,0.16670853126186053,0.2,0.0,,0.0,0.0,0.0,0.0
MY,1988,5,0.1354117723802128,0.2,0.0,,0.0,0.0,0.0,0.0
FI,1988,40,0.29102920845187763,0.35,0.0,,0.0,0.0,0.0,0.0
PH,1987,1,0.005258340259274693,0.0,0.0,,0.0,0.0,0.0,0.0
CN,1988,5,0.014735027010698861,0.0,0.2,,0.0,0.0,0.0,0.0
ES,1989,10,0.17394806264755747,0.2,0.0,,0.0,0.0,0.0,0.0
LT,2010,1,0.0010639363595439206,0.0,0.0,,0.0,0.0,0.0,0.0
HR,2004,1,0.001821292151416728,0.0,0.0,,0.0,0.0,0.0,0.0
ZA,2018,1,0.002036118164799449,0.0,0.0,,0.0,0.0,0.0,0.0
CZ,1995,1,0.06887640165861121,0.0,0.0,,0.0,0.0,0.0,0.0
PE,1995,1,0.002301549278061008,0.0,0.0,,0.0,0.0,0.0,0.0
ZA,1997,1,0.008759815526306093,0.0,0.0,,0.0,0.0,0.0,0.0
BB,1997,4,0.70524837248223,0.75,0.0,,0.0,0.0,0.0,0.0
LI,1989,2,0.003305774023121434,0.0,0.0,,0.0,0.0,0.0,0.0
TW,1988,1,0.0017232433499429797,0.0,0.0,,0.0,0.0,0.0,0.0
IN,1994,2,0.006545122300368366,0.0,0.0,,0.0,0.0,0.0,0.0
AR,1993,1,0.7896865541811791,1.0,0.0,,0.0,0.0,0.0,0.0
VG,1994,1,0.15746805213158735,1.0,0.0,,0.0,0.0,0.0,0.0
BR,1989,4,0.36503623821927234,0.5,0.0,,0.0,0.0,0.0,0.0
IE,1990,1,0.2464558557963677,1.0,0.0,,0.0,0.0,0.0,0.0
IS,2013,1,0.003654469966303827,0.0,0.0,,0.0,0.0,0.0,0.0
SC,1975,3,0.03871946489511371,0.0,0.0,,0.0,0.0,0.0,0.0
AT,1974,2,0.029898380261672974,0.0,0.0,,0.0,0.0,0.0,0.0
FR,1969,3,0.002136792323760154,0.0,0.0,,0.0,0.0,0.0,0.0
TD,1975,2,0.18168105932790746,0.5,0.0,,0.0,0.0,0.0,0.0
FR,1968,2,0.004159697313982754,0.0,0.0,,0.0,0.0,0.0,0.0
BR,1976,1,0.057753615637757896,0.0,0.0,,0.0,0.0,0.0,0.0
GB,1971,1,0.0029046621075431264,0.0,0.0,,0.0,0.0,0.0,0.0
JP,1967,1,0.009831692132935527,0.0,0.0,,0.0,0.0,0.0,0.0
US,1990,22921,0.21574990477690192,0.2980672745517211,0.01265215304742376,,0.0,0.0,0.0,0.0
GB,1991,430,0.16082502766606907,0.20465116279069767,0.0,,0.0,0.0,0.0,0.0
FR,1990,728,0.2510743847123172,0.3598901098901099,0.0,,0.0,0.0,0.0,0.0
GB,1992,439,0.15364576240327682,0.2072892938496583,0.0,,0.0,0.0,0.0,0.0
FI,1991,102,0.3273810658618723,0.39215686274509803,0.0,,0.0,0.0,0.0,0.0
JP,1988,8048,0.2609683048664091,0.35027335984095426,0.00012425447316103378,,0.0,0.0,0.0,0.0
US,1984,17933,0.21563487711005513,0.30747783416048624,0.013048569676016282,,0.0,0.0,0.0,0.0
US,1986,18165,0.2223969137172232,0.3130745939994495,0.013212221304706853,,0.0,0.0,0.0,0.0
PL,1991,1,0.011880137206494718,0.0,0.0,,0.0,0.0,0.0,0.0
DE,2004,4435,0.17914498754832725,0.22886133032694475,0.00022547914317925591,,0.0,0.0,0.0,0.0
CH,2009,973,0.1845598350469276,0.23227132579650564,0.003083247687564234,,0.0,0.0,0.0,0.0
CN,2010,225,0.13553233947587973,0.17333333333333334,0.0,,0.0,0.0,0.0,0.0
IT,2006,368,0.14329964976388052,0.16847826086956522,0.002717391304347826,,0.0,0.0,0.0,0.0
TW,2010,1492,0.11134191980563292,0.14745308310991956,0.0,,0.0,0.0,0.0,0.0
SG,2009,281,0.2922680843685215,0.3879003558718861,0.0,,0.0,0.0,0.0,0.0
AR,2010,2,0.009236389457358284,0.0,0.0,,0.0,0.0,0.0,0.0
NL,2011,1616,0.30748383666605444,0.38923267326732675,0.0006188118811881188,,0.0,0.0,0.0,0.0
GB,2010,613,0.19200317112544021,0.24143556280587275,0.0,,0.0,0.0,0.0,0.0
CA,2008,900,0.1540579621142174,0.20555555555555555,0.0011111111111111111,,0.0,0.0,0.0,0.0
JP,2003,20754,0.19569870473549775,0.2675628794449263,4.818348270212971e-05,,0.0,0.0,0.0,0.0
JP,2001,22175,0.19582937994350516,0.2664261555806088,0.0,,0.0,0.0,0.0,0.0
NL,2013,1799,0.304705603917659,0.38132295719844356,0.0011117287381878821,,0.0,0.0,0.0,0.0
AT,2014,220,0.0886276017372756,0.12272727272727273,0.0,,0.0,0.0,0.0,0.0
IL,2013,544,0.1882927293309261,0.2261029411764706,0.0,,0.0,0.0,0.0,0.0
TW,1991,14,0.07678549745666463,0.07142857142857142,0.0,,0.0,0.0,0.0,0.0
FI,1992,101,0.2532133245766865,0.3069306930693069,0.0,,0.0,0.0,0.0,0.0
FR,1984,434,0.22901819359794093,0.3387096774193548,0.0,,0.0,0.0,0.0,0.0
SE,1990,130,0.2666712347746733,0.3769230769230769,0.0,,0.0,0.0,0.0,0.0
CH,1989,89,0.2077710621926957,0.29213483146067415,0.0,,0.0,0.0,0.0,0.0
DE,1985,1722,0.18785261053439498,0.27932636469221833,0.0,,0.0,0.0,0.0,0.0
TW,1992,18,0.05490914534633893,0.05555555555555555,0.0,,0.0,0.0,0.0,0.0
US,1980,18388,0.2213180864898866,0.32053513160757013,0.013106373721992604,,0.0,0.0,0.0,0.0
JP,1993,9911,0.23470956576796734,0.3151044294218545,0.00020179598425991324,,0.0,0.0,0.0,0.0
US,1977,19172,0.21916097679123228,0.31592948049238473,0.014395994158147298,,0.0,0.0,0.0,0.0
MY,1991,4,0.0463069584146487,0.25,0.0,,0.0,0.0,0.0,0.0
ZA,1993,5,0.12798839699940162,0.2,0.0,,0.0,0.0,0.0,0.0
MY,1992,12,0.17718817303637222,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
DE,1979,1680,0.20341411224072842,0.30833333333333335,0.0,,0.0,0.0,0.0,0.0
FR,1980,435,0.22528383650059117,0.32873563218390806,0.0,,0.0,0.0,0.0,0.0
SS,1978,30,0.19642336944414224,0.36666666666666664,0.0,,0.0,0.0,0.0,0.0
SE,1977,140,0.23023911372047187,0.32857142857142857,0.0,,0.0,0.0,0.0,0.0
IT,1978,57,0.22221884754953455,0.3684210526315789,0.0,,0.0,0.0,0.0,0.0
US,1957,4,0.36982355589286775,0.75,0.0,,0.0,0.0,0.0,0.0
DE,1975,115,0.1753762073265218,0.2956521739130435,0.0,,0.0,0.0,0.0,0.0
US,1966,36,0.2892341182492568,0.4166666666666667,0.05555555555555555,,0.0,0.0,0.0,0.0
SE,1980,110,0.20900576807375099,0.2909090909090909,0.0,,0.0,0.0,0.0,0.0
FR,1977,303,0.17414382817594415,0.25742574257425743,0.0,,0.0,0.0,0.0,0.0
US,1961,23,0.10677955473927117,0.17391304347826086,0.0,,0.0,0.0,0.0,0.0
BE,1978,8,0.03360180320489554,0.125,0.0,,0.0,0.0,0.0,0.0
GB,1981,370,0.188006883476518,0.24864864864864866,0.0,,0.0,0.0,0.0,0.0
ES,1980,2,0.3201204578386453,0.5,0.0,,0.0,0.0,0.0,0.0
VG,1980,1,0.9412591046232944,1.0,0.0,,0.0,0.0,0.0,0.0
MY,1981,4,0.009490306884344822,0.0,0.0,,0.0,0.0,0.0,0.0
FI,1981,28,0.25180341143350987,0.35714285714285715,0.0,,0.0,0.0,0.0,0.0
BR,1980,1,0.11642136085493053,0.0,0.0,,0.0,0.0,0.0,0.0
CH,1982,116,0.28766731587417577,0.4396551724137931,0.0,,0.0,0.0,0.0,0.0
GB,1983,348,0.14688438280106647,0.2413793103448276,0.0,,0.0,0.0,0.0,0.0
US,2012,78051,0.16631722874437838,0.2176909969122753,0.015861423940756684,,0.0,0.0,0.0,0.0
US,2002,59253,0.17141907774615275,0.2302668219330667,0.013703947479452517,,0.0,0.0,0.0,0.0
FR,2012,1662,0.11298004218230571,0.14921780986762936,0.005415162454873646,,0.0,0.0,0.0,0.0
NO,2003,59,0.26376895935019723,0.3559322033898305,0.01694915254237288,,0.0,0.0,0.0,0.0
FI,2010,856,0.08725016146852088,0.10747663551401869,0.0,,0.0,0.0,0.0,0.0
BM,2011,477,0.17643210912331625,0.21593291404612158,0.0,,0.0,0.0,0.0,0.0
CH,2005,653,0.17396178609797402,0.23889739663093415,0.0,,0.0,0.0,0.0,0.0
CA,2007,932,0.1681047555069153,0.2371244635193133,0.0,,0.0,0.0,0.0,0.0
IL,2011,393,0.140871189066405,0.19592875318066158,0.0,,0.0,0.0,0.0,0.0
IE,2009,88,0.22999321850127413,0.29545454545454547,0.0,,0.0,0.0,0.0,0.0
SG,2005,135,0.10182047284854065,0.16296296296296298,0.0,,0.0,0.0,0.0,0.0
KY,2012,449,0.06256545579110798,0.08463251670378619,0.004454342984409799,,0.0,0.0,0.0,0.0
IE,2005,50,0.1674722716621021,0.26,0.0,,0.0,0.0,0.0,0.0
FR,2002,1784,0.1176480555979486,0.16423766816143498,0.0005605381165919282,,0.0,0.0,0.0,0.0
SE,2002,884,0.15550069566771568,0.2002262443438914,0.0,,0.0,0.0,0.0,0.0
AU,2011,109,0.19927484059458248,0.27522935779816515,0.0,,0.0,0.0,0.0,0.0
SE,2012,1808,0.12084265478343166,0.1581858407079646,0.0,,0.0,0.0,0.0,0.0
BE,2006,100,0.1252373706947178,0.16,0.01,,0.0,0.0,0.0,0.0
US,2019,20467,0.16577255256221854,0.2102408755557727,0.01001612351590365,,0.0,0.0,0.0,0.0
DE,2014,4326,0.23116959942522514,0.2951918631530282,0.0013869625520110957,,0.0,0.0,0.0,0.0
KY,2002,50,0.11360313111542202,0.14,0.0,,0.0,0.0,0.0,0.0
ES,2012,48,0.15174383762789048,0.2708333333333333,0.0,,0.0,0.0,0.0,0.0
KR,2003,611,0.12745749252498337,0.19312602291325695,0.0,,0.0,0.0,0.0,0.0
IN,2012,112,0.07198516496934881,0.11607142857142858,0.0,,0.0,0.0,0.0,0.0
IT,2000,410,0.11418820100228748,0.13902439024390245,0.0,,0.0,0.0,0.0,0.0
KR,2001,426,0.1318568761422927,0.19953051643192488,0.0,,0.0,0.0,0.0,0.0
CH,1998,279,0.21373592695719407,0.33691756272401435,0.007168458781362007,,0.0,0.0,0.0,0.0
DK,2004,53,0.25001704103969535,0.41509433962264153,0.0,,0.0,0.0,0.0,0.0
BB,2003,44,0.12853952173961938,0.18181818181818182,0.0,,0.0,0.0,0.0,0.0
AT,2004,26,0.15343179313008126,0.23076923076923078,0.0,,0.0,0.0,0.0,0.0
RU,2006,1,0.016402770456785704,0.0,0.0,,0.0,0.0,0.0,0.0
ZA,2001,5,0.10205943114322527,0.2,0.0,,0.0,0.0,0.0,0.0
NO,2001,51,0.2211000077094875,0.3137254901960784,0.0,,0.0,0.0,0.0,0.0
BB,2001,22,0.0689887502567027,0.09090909090909091,0.0,,0.0,0.0,0.0,0.0
IM,2001,1,0.10509728379674506,0.0,0.0,,0.0,0.0,0.0,0.0
IN,2002,34,0.06007156886313042,0.058823529411764705,0.0,,0.0,0.0,0.0,0.0
CH,2016,1201,0.22454750585025487,0.28726061615320564,0.002497918401332223,,0.0,0.0,0.0,0.0
DE,2015,4098,0.24060625951950762,0.2974621766715471,0.0012201073694485115,,0.0,0.0,0.0,0.0
LU,2004,4,0.003069449334965023,0.0,0.0,,0.0,0.0,0.0,0.0
BR,2002,47,0.14026240109844393,0.2553191489361702,0.0,,0.0,0.0,0.0,0.0
DK,2014,153,0.270882173448002,0.39215686274509803,0.0,,0.0,0.0,0.0,0.0
IE,2016,564,0.22241363656981253,0.26595744680851063,0.0070921985815602835,,0.0,0.0,0.0,0.0
LU,2015,103,0.3685613184907424,0.44660194174757284,0.0,,0.0,0.0,0.0,0.0
BM,2013,717,0.1969509385992311,0.24267782426778242,0.0,,0.0,0.0,0.0,0.0
LU,2014,90,0.3225358862296895,0.4111111111111111,0.0,,0.0,0.0,0.0,0.0
SG,2016,470,0.1859284876638673,0.2276595744680851,0.0,,0.0,0.0,0.0,0.0
BR,2012,59,0.1898925804713386,0.2542372881355932,0.0,,0.0,0.0,0.0,0.0
AT,2015,224,0.12661697222006627,0.16964285714285715,0.0,,0.0,0.0,0.0,0.0
DK,2015,131,0.2120118015376575,0.26717557251908397,0.015267175572519083,,0.0,0.0,0.0,0.0
AU,2013,137,0.22485210920110865,0.2846715328467153,0.0,,0.0,0.0,0.0,0.0
BE,2000,41,0.13325453203013982,0.1951219512195122,0.0,,0.0,0.0,0.0,0.0
JP,2017,17487,0.24248482526771026,0.31623491736718706,0.0,,0.0,0.0,0.0,0.0
KR,2017,976,0.16980533208186052,0.23155737704918034,0.0,,0.0,0.0,0.0,0.0
NZ,2016,6,0.15442640843462807,0.16666666666666666,0.0,,0.0,0.0,0.0,0.0
TW,2018,2582,0.08793847471008483,0.11154144074360961,0.0,,0.0,0.0,0.0,0.0
FI,2018,183,0.13315472704823236,0.16393442622950818,0.0,,0.0,0.0,0.0,0.0
CN,2018,555,0.10861620161654678,0.14594594594594595,0.0,,0.0,0.0,0.0,0.0
DE,1996,2468,0.20839201127942392,0.2901134521880065,0.0,,0.0,0.0,0.0,0.0
IT,1999,421,0.0941404384480415,0.14251781472684086,0.0,,0.0,0.0,0.0,0.0
MT,2006,5,0.16038320938263378,0.2,0.0,,0.0,0.0,0.0,0.0
MX,2007,9,0.12123485045945334,0.1111111111111111,0.0,,0.0,0.0,0.0,0.0
ES,2002,8,0.1712606678030342,0.25,0.0,,0.0,0.0,0.0,0.0
KY,2019,412,0.12216540662113246,0.14320388349514562,0.0,,0.0,0.0,0.0,0.0
BB,2017,257,0.19875489722752054,0.2529182879377432,0.0038910505836575876,,0.0,0.0,0.0,0.0
SA,2017,6,0.28267947382395303,0.5,0.0,,0.0,0.0,0.0,0.0
GB,2018,429,0.18680583244965573,0.2400932400932401,0.0,,0.0,0.0,0.0,0.0
SE,2019,285,0.09586992840889966,0.13333333333333333,0.0,,0.0,0.0,0.0,0.0
FR,2019,162,0.18342971145804648,0.24074074074074073,0.0,,0.0,0.0,0.0,0.0
HU,2014,2,0.27453382577354846,0.5,0.0,,0.0,0.0,0.0,0.0
LT,2017,4,0.3075571424318374,0.5,0.0,,0.0,0.0,0.0,0.0
BR,2019,4,0.2694158069366054,0.25,0.0,,0.0,0.0,0.0,0.0
KP,2018,1,0.9897191994350881,1.0,0.0,,0.0,0.0,0.0,0.0
NO,2017,14,0.1954627127422494,0.2857142857142857,0.0,,0.0,0.0,0.0,0.0
IN,2019,22,0.35908143024233397,0.36363636363636365,0.0,,0.0,0.0,0.0,0.0
JE,2010,2,0.4727607527106889,0.5,0.0,,0.0,0.0,0.0,0.0
TW,1997,588,0.08826173353908917,0.11734693877551021,0.0,,0.0,0.0,0.0,0.0
GB,1997,755,0.115481133525027,0.16556291390728478,0.0,,0.0,0.0,0.0,0.0
FI,1997,507,0.10202431494549571,0.13806706114398423,0.0,,0.0,0.0,0.0,0.0
SG,1998,82,0.1350206823404233,0.1951219512195122,0.0,,0.0,0.0,0.0,0.0
KP,1997,1,0.18119096605725585,1.0,0.0,,0.0,0.0,0.0,0.0
DK,1996,75,0.07114106887329982,0.10666666666666667,0.0,,0.0,0.0,0.0,0.0
IT,1995,275,0.061673742748190055,0.09454545454545454,0.0,,0.0,0.0,0.0,0.0
AT,1996,5,0.0031026787132214196,0.0,0.0,,0.0,0.0,0.0,0.0
CH,1994,133,0.3414034358296617,0.49624060150375937,0.0,,0.0,0.0,0.0,0.0
BE,1995,18,0.015955758830567334,0.0,0.0,,0.0,0.0,0.0,0.0
RU,1999,3,0.005510982506882123,0.0,0.0,,0.0,0.0,0.0,0.0
IE,1998,15,0.2739027154571122,0.4666666666666667,0.0,,0.0,0.0,0.0,0.0
BE,1999,23,0.15354261380985418,0.21739130434782608,0.0,,0.0,0.0,0.0,0.0
NZ,1998,13,0.001850153235352,0.0,0.0,,0.0,0.0,0.0,0.0
CH,1976,151,0.2571840242017212,0.3708609271523179,0.0,,0.0,0.0,0.0,0.0
MC,2017,4,0.0048348941950452345,0.0,0.0,,0.0,0.0,0.0,0.0
SE,1984,127,0.198913138657584,0.29133858267716534,0.0,,0.0,0.0,0.0,0.0
ES,2019,4,0.1935447432764149,0.5,0.0,,0.0,0.0,0.0,0.0
MY,2018,1,0.029816751291912528,0.0,0.0,,0.0,0.0,0.0,0.0
IL,2020,18,0.20509984293226066,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
AU,2020,8,0.3035001627355563,0.5,0.0,,0.0,0.0,0.0,0.0
NL,2020,25,0.23287770930823193,0.24,0.0,,0.0,0.0,0.0,0.0
PL,2018,2,0.48253873282945114,0.5,0.0,,0.0,0.0,0.0,0.0
SI,2019,1,0.0007916695389626489,0.0,0.0,,0.0,0.0,0.0,0.0
QA,2010,1,0.016423250646579474,0.0,0.0,,0.0,0.0,0.0,0.0
MY,2010,1,0.16306459788706756,1.0,0.0,,0.0,0.0,0.0,0.0
AE,2012,6,0.043226094996677296,0.0,0.0,,0.0,0.0,0.0,0.0
CZ,2011,2,0.4345711973581171,0.5,0.0,,0.0,0.0,0.0,0.0
VG,2012,2,0.4999331952797735,0.5,0.0,,0.0,0.0,0.0,0.0
CM,2013,3,0.031956508857864385,0.0,0.0,,0.0,0.0,0.0,0.0
US,1959,7,0.37642070786055465,0.42857142857142855,0.0,,0.0,0.0,0.0,0.0
NL,1972,1,0.045481702645753116,0.0,0.0,,0.0,0.0,0.0,0.0
CH,1973,36,0.07121208295280246,0.08333333333333333,0.0,,0.0,0.0,0.0,0.0
KP,2010,3,0.4966098614450843,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0
NZ,2009,5,0.012589597343888209,0.0,0.0,,0.0,0.0,0.0,0.0
CM,2011,4,0.0689746021331057,0.25,0.0,,0.0,0.0,0.0,0.0
FI,1983,23,0.26313459852377896,0.391304347826087,0.0,,0.0,0.0,0.0,0.0
FR,1986,424,0.20728748112965997,0.31839622641509435,0.0,,0.0,0.0,0.0,0.0
SE,1986,120,0.2721376707559607,0.35,0.0,,0.0,0.0,0.0,0.0
CN,1983,3,0.0036011180085837196,0.0,0.0,,0.0,0.0,0.0,0.0
NZ,2005,5,0.29748710245701393,0.4,0.0,,0.0,0.0,0.0,0.0
MX,2008,8,0.0029227997240668974,0.0,0.0,,0.0,0.0,0.0,0.0
BN,2013,2,0.003090882217637464,0.0,0.0,,0.0,0.0,0.0,0.0
ZA,2003,3,0.0034466412614987223,0.0,0.0,,0.0,0.0,0.0,0.0
RU,2000,1,0.016469215739974466,0.0,0.0,,0.0,0.0,0.0,0.0
PA,2001,1,0.012081447275175987,0.0,0.0,,0.0,0.0,0.0,0.0
PH,2011,1,0.007641300611347508,0.0,0.0,,0.0,0.0,0.0,0.0
HR,2007,1,0.0014346320657895634,0.0,0.0,,0.0,0.0,0.0,0.0
HR,2008,1,0.015539286894381377,0.0,0.0,,0.0,0.0,0.0,0.0
LI,1984,7,0.24005625673923506,0.42857142857142855,0.0,,0.0,0.0,0.0,0.0
MT,2000,1,0.0034904836692825603,0.0,0.0,,0.0,0.0,0.0,0.0
PH,2013,3,0.003669246509140562,0.0,0.0,,0.0,0.0,0.0,0.0
LI,2002,1,0.07037058991867355,0.0,0.0,,0.0,0.0,0.0,0.0
KN,2002,7,0.684043684013951,0.7142857142857143,0.0,,0.0,0.0,0.0,0.0
VG,2002,1,0.7513800857959887,1.0,0.0,,0.0,0.0,0.0,0.0
NO,1993,18,0.4128952136971637,0.6666666666666666,0.0,,0.0,0.0,0.0,0.0
BS,1983,1,0.004981714289000734,0.0,0.0,,0.0,0.0,0.0,0.0
SG,1994,10,0.21253796559663826,0.2,0.0,,0.0,0.0,0.0,0.0
SS,1995,4,0.2242202429745414,0.25,0.0,,0.0,0.0,0.0,0.0
RU,1995,2,0.45729674814884713,0.5,0.0,,0.0,0.0,0.0,0.0
KR,1993,7,0.06347137992838946,0.14285714285714285,0.0,,0.0,0.0,0.0,0.0
JO,1998,1,0.002010210309581547,0.0,0.0,,0.0,0.0,0.0,0.0
BR,1984,2,0.1109318552054807,0.5,0.0,,0.0,0.0,0.0,0.0
MY,1983,2,0.012111957383006106,0.0,0.0,,0.0,0.0,0.0,0.0
ES,1984,1,0.997966124899152,1.0,0.0,,0.0,0.0,0.0,0.0
DK,1985,2,0.004575514922218162,0.0,0.0,,0.0,0.0,0.0,0.0
SS,1987,44,0.3039800504732957,0.4318181818181818,0.0,,0.0,0.0,0.0,0.0
IT,1987,127,0.2368233018723522,0.30708661417322836,0.0,,0.0,0.0,0.0,0.0
BE,1987,6,0.02759125467271584,0.0,0.0,,0.0,0.0,0.0,0.0
VG,1986,1,0.19029675441810975,1.0,0.0,,0.0,0.0,0.0,0.0
NO,1988,19,0.16325969298682552,0.2631578947368421,0.0,,0.0,0.0,0.0,0.0
SG,1989,1,0.42932997722246474,1.0,0.0,,0.0,0.0,0.0,0.0
EE,2017,1,0.127488117308258,0.0,0.0,,0.0,0.0,0.0,0.0
IM,2017,1,0.03993493872765031,0.0,0.0,,0.0,0.0,0.0,0.0
IE,1994,3,0.16590713459098977,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
LU,1996,1,0.6656606023951742,1.0,0.0,,0.0,0.0,0.0,0.0
CN,1997,6,0.08642921015181666,0.16666666666666666,0.0,,0.0,0.0,0.0,0.0
ES,1990,5,0.3311336864694035,0.4,0.0,,0.0,0.0,0.0,0.0
CN,1992,3,0.25691225247308086,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0
CZ,2013,1,0.006194626701890923,0.0,0.0,,0.0,0.0,0.0,0.0
