iso2c,law_domain,law_domain_slug,status_code,status_label,source_date_text
SZ,Consumer Protection,consumer_protection,1,legislation,17/02/2026
SZ,Cybercrime,cybercrime,1,legislation,17/02/2026
SZ,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
SZ,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
SZ,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
TD,Consumer Protection,consumer_protection,0,no_data,17/02/2026
TD,Cybercrime,cybercrime,1,legislation,17/02/2026
TD,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
TD,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
TD,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
TG,Consumer Protection,consumer_protection,0,no_data,17/02/2026
TG,Cybercrime,cybercrime,1,legislation,17/02/2026
TG,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
TG,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
TG,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
TH,Consumer Protection,consumer_protection,1,legislation,17/02/2026
TH,Cybercrime,cybercrime,1,legislation,17/02/2026
TH,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
TH,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
TH,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
TJ,Consumer Protection,consumer_protection,0,no_data,17/02/2026
TJ,Cybercrime,cybercrime,1,legislation,17/02/2026
TJ,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
TJ,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
TJ,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
TL,Consumer Protection,consumer_protection,1,legislation,17/02/2026
TL,Cybercrime,cybercrime,1,legislation,17/02/2026
TL,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
TL,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
TL,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
TM,Consumer Protection,consumer_protection,1,legislation,17/02/2026
TM,Cybercrime,cybercrime,1,legislation,17/02/2026
TM,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
TM,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
TM,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
TN,Consumer Protection,consumer_protection,1,legislation,17/02/2026
TN,Cybercrime,cybercrime,1,legislation,17/02/2026
TN,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
TN,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
TN,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
TO,Consumer Protection,consumer_protection,0,no_data,17/02/2026
TO,Cybercrime,cybercrime,1,legislation,17/02/2026
TO,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
TO,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
TO,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
TR,Consumer Protection,consumer_protection,1,legislation,17/02/2026
TR,Cybercrime,cybercrime,1,legislation,17/02/2026
TR,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
TR,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
TR,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
TT,Consumer Protection,consumer_protection,0,no_data,17/02/2026
TT,Cybercrime,cybercrime,1,legislation,17/02/2026
TT,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
TT,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
TT,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
TV,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
TV,Cybercrime,cybercrime,3,no_legislation,17/02/2026
TV,Electronic Transactions,electronic_transactions,3,no_legislation,17/02/2026
TV,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
TV,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
TZ,Consumer Protection,consumer_protection,1,legislation,17/02/2026
TZ,Cybercrime,cybercrime,1,legislation,17/02/2026
TZ,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
TZ,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
TZ,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
UA,Consumer Protection,consumer_protection,1,legislation,17/02/2026
UA,Cybercrime,cybercrime,1,legislation,17/02/2026
UA,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
UA,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
UA,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
UG,Consumer Protection,consumer_protection,1,legislation,17/02/2026
UG,Cybercrime,cybercrime,1,legislation,17/02/2026
UG,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
UG,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
UG,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
US,Consumer Protection,consumer_protection,1,legislation,17/02/2026
US,Cybercrime,cybercrime,1,legislation,17/02/2026
US,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
US,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
US,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
UY,Consumer Protection,consumer_protection,1,legislation,17/02/2026
UY,Cybercrime,cybercrime,1,legislation,17/02/2026
UY,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
UY,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
UY,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
UZ,Consumer Protection,consumer_protection,1,legislation,17/02/2026
UZ,Cybercrime,cybercrime,1,legislation,17/02/2026
UZ,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
UZ,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
UZ,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
VA,Consumer Protection,consumer_protection,0,no_data,17/02/2026
VA,Cybercrime,cybercrime,0,no_data,17/02/2026
VA,Electronic Transactions,electronic_transactions,0,no_data,17/02/2026
VA,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
VA,Privacy and Data Protection,privacy_and_data_protection,0,no_data,17/02/2026
VC,Consumer Protection,consumer_protection,1,legislation,17/02/2026
VC,Cybercrime,cybercrime,1,legislation,17/02/2026
VC,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
VC,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
VC,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
VE,Consumer Protection,consumer_protection,0,no_data,17/02/2026
VE,Cybercrime,cybercrime,1,legislation,17/02/2026
VE,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
VE,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
VE,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
VN,Consumer Protection,consumer_protection,1,legislation,17/02/2026
VN,Cybercrime,cybercrime,1,legislation,17/02/2026
VN,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
VN,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
VN,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
VU,Consumer Protection,consumer_protection,0,no_data,17/02/2026
VU,Cybercrime,cybercrime,1,legislation,17/02/2026
VU,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
VU,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
VU,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
WS,Consumer Protection,consumer_protection,3,no_legislation,17/02/2026
WS,Cybercrime,cybercrime,1,legislation,17/02/2026
WS,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
WS,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
WS,Privacy and Data Protection,privacy_and_data_protection,3,no_legislation,17/02/2026
YE,Consumer Protection,consumer_protection,1,legislation,17/02/2026
YE,Cybercrime,cybercrime,3,no_legislation,17/02/2026
YE,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
YE,Indirect Taxation,indirect_taxation,3,no_legislation,17/02/2026
YE,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
ZA,Consumer Protection,consumer_protection,1,legislation,17/02/2026
ZA,Cybercrime,cybercrime,1,legislation,17/02/2026
ZA,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
ZA,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
ZA,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
ZM,Consumer Protection,consumer_protection,1,legislation,17/02/2026
ZM,Cybercrime,cybercrime,1,legislation,17/02/2026
ZM,Electronic Transactions,electronic_transactions,1,legislation,17/02/2026
ZM,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
ZM,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
ZW,Consumer Protection,consumer_protection,1,legislation,17/02/2026
ZW,Cybercrime,cybercrime,1,legislation,17/02/2026
ZW,Electronic Transactions,electronic_transactions,2,draft_legislation,17/02/2026
ZW,Indirect Taxation,indirect_taxation,1,legislation,17/02/2026
ZW,Privacy and Data Protection,privacy_and_data_protection,1,legislation,17/02/2026
